# use_svdd=True
# num_clients=10, num_benign=7, num_malicious=3
# attack_type=gaussian_noise
# latent_dim=128
# total_rounds=200
# round, test_acc, attack_success_rate, false_positive_rate
1, 0.1000, nan, nan
2, 0.1000, nan, nan
3, 0.1000, nan, nan
4, 0.1134, nan, nan
5, 0.1039, nan, nan
6, 0.1745, nan, nan
7, 0.2374, nan, nan
8, 0.2355, nan, nan
9, 0.2332, nan, nan
10, 0.3095, nan, nan
11, 0.2795, nan, nan
12, 0.2867, nan, nan
13, 0.3456, nan, nan
14, 0.3182, nan, nan
15, 0.2928, nan, nan
16, 0.2897, nan, nan
17, 0.3626, nan, nan
18, 0.3474, nan, nan
19, 0.3964, nan, nan
20, 0.3707, nan, nan
21, 0.4174, nan, nan
22, 0.4078, nan, nan
23, 0.3984, nan, nan
24, 0.3899, nan, nan
25, 0.4090, nan, nan
26, 0.4039, nan, nan
27, 0.3753, nan, nan
28, 0.4212, nan, nan
29, 0.4042, nan, nan
30, 0.4938, nan, nan
31, 0.3979, nan, nan
32, 0.4219, nan, nan
33, 0.3822, nan, nan
34, 0.4729, nan, nan
35, 0.4973, nan, nan
36, 0.4275, nan, nan
37, 0.3436, nan, nan
38, 0.4458, nan, nan
39, 0.4068, nan, nan
40, 0.4471, nan, nan
41, 0.4342, nan, nan
42, 0.4703, nan, nan
43, 0.4367, nan, nan
44, 0.4049, nan, nan
45, 0.4978, nan, nan
46, 0.4775, nan, nan
47, 0.4836, nan, nan
48, 0.4974, nan, nan
49, 0.4941, nan, nan
50, 0.4771, nan, nan
51, 0.1840, 1.0000, 0.4286
52, 0.5753, 0.0000, 0.0000
53, 0.6053, 0.0000, 0.0000
54, 0.6094, 0.0000, 0.0000
55, 0.6399, 0.0000, 0.0000
56, 0.6443, 0.0000, 0.0000
57, 0.6384, 0.0000, 0.0000
58, 0.6496, 0.0000, 0.1429
59, 0.6549, 0.0000, 0.0000
60, 0.6605, 0.0000, 0.0000
61, 0.6608, 0.0000, 0.1429
62, 0.6602, 0.0000, 0.0000
63, 0.6645, 0.0000, 0.1429
64, 0.1000, 0.6667, 0.0000
65, 0.1000, 1.0000, 0.0000
66, 0.1000, 1.0000, 0.2857
67, 0.1000, 1.0000, 0.1429
68, 0.5962, 0.0000, 0.1429
69, 0.1000, 1.0000, 0.0000
70, 0.1000, 1.0000, 0.1429
71, 0.1000, 1.0000, 0.0000
72, 0.6320, 0.0000, 0.0000
73, 0.1000, 1.0000, 0.2857
74, 0.4318, 1.0000, 0.0000
75, 0.6161, 0.0000, 0.2857
76, 0.1000, 1.0000, 0.0000
77, 0.3330, 1.0000, 0.0000
78, 0.4524, 1.0000, 0.0000
79, 0.6205, 0.0000, 0.1429
80, 0.4832, 1.0000, 0.0000
81, 0.2477, 1.0000, 0.2857
82, 0.4226, 1.0000, 0.0000
83, 0.6156, 0.0000, 0.0000
84, 0.3963, 1.0000, 0.2857
85, 0.4613, 1.0000, 0.0000
86, 0.3958, 1.0000, 0.1429
87, 0.6047, 0.0000, 0.1429
88, 0.4773, 1.0000, 0.1429
89, 0.5530, 0.3333, 0.1429
90, 0.6251, 0.0000, 0.1429
91, 0.4225, 1.0000, 0.1429
92, 0.1000, 1.0000, 0.4286
93, 0.3049, 1.0000, 0.1429
94, 0.6225, 0.0000, 0.0000
95, 0.3374, 1.0000, 0.2857
96, 0.6309, 0.0000, 0.2857
97, 0.6298, 0.0000, 0.1429
98, 0.6589, 0.0000, 0.0000
99, 0.6525, 0.0000, 0.1429
100, 0.6642, 0.0000, 0.2857
101, 0.6561, 0.0000, 0.2857
102, 0.6787, 0.0000, 0.0000
103, 0.6705, 0.0000, 0.0000
104, 0.6630, 0.0000, 0.2857
105, 0.6821, 0.0000, 0.0000
106, 0.6875, 0.0000, 0.2857
107, 0.6775, 0.0000, 0.2857
108, 0.6843, 0.0000, 0.2857
109, 0.6955, 0.0000, 0.2857
110, 0.6925, 0.0000, 0.2857
111, 0.6913, 0.0000, 0.2857
112, 0.6959, 0.0000, 0.2857
113, 0.7054, 0.0000, 0.1429
114, 0.6983, 0.0000, 0.1429
115, 0.6898, 0.0000, 0.1429
116, 0.1000, 1.0000, 0.2857
117, 0.1000, 1.0000, 0.2857
118, 0.1000, 1.0000, 0.2857
119, 0.1000, 1.0000, 0.2857
120, 0.5901, 0.0000, 0.0000
121, 0.3561, 1.0000, 0.2857
122, 0.6125, 0.0000, 0.0000
123, 0.1000, 1.0000, 0.2857
124, 0.6428, 0.0000, 0.1429
125, 0.1000, 1.0000, 0.2857
126, 0.1423, 1.0000, 0.5714
127, 0.2363, 1.0000, 0.2857
128, 0.2394, 1.0000, 0.2857
129, 0.2465, 1.0000, 0.2857
130, 0.5841, 0.0000, 0.2857
131, 0.4314, 1.0000, 0.2857
132, 0.6215, 0.0000, 0.0000
133, 0.4829, 1.0000, 0.2857
134, 0.6289, 0.0000, 0.1429
135, 0.3566, 1.0000, 0.2857
136, 0.2376, 1.0000, 0.2857
137, 0.3281, 1.0000, 0.2857
138, 0.3114, 1.0000, 0.2857
139, 0.3536, 1.0000, 0.2857
140, 0.3029, 1.0000, 0.2857
141, 0.3371, 1.0000, 0.2857
142, 0.6159, 0.0000, 0.0000
143, 0.3672, 1.0000, 0.2857
144, 0.2257, 1.0000, 0.5714
145, 0.5952, 0.0000, 0.0000
146, 0.4572, 1.0000, 0.2857
147, 0.1447, 1.0000, 0.5714
148, 0.2541, 1.0000, 0.2857
149, 0.2699, 1.0000, 0.2857
150, 0.3114, 1.0000, 0.2857
151, 0.3400, 1.0000, 0.2857
152, 0.5930, 0.0000, 0.2857
153, 0.5020, 1.0000, 0.1429
154, 0.3874, 1.0000, 0.2857
155, 0.6049, 0.0000, 0.1429
156, 0.4129, 1.0000, 0.2857
157, 0.4031, 0.6667, 0.2857
158, 0.3689, 1.0000, 0.2857
159, 0.3449, 1.0000, 0.2857
160, 0.3658, 1.0000, 0.2857
161, 0.3729, 1.0000, 0.2857
162, 0.3699, 1.0000, 0.2857
163, 0.6002, 0.0000, 0.1429
164, 0.4952, 1.0000, 0.2857
165, 0.1911, 1.0000, 0.5714
166, 0.5822, 0.0000, 0.0000
167, 0.4832, 1.0000, 0.2857
168, 0.2768, 1.0000, 0.4286
169, 0.3161, 1.0000, 0.2857
170, 0.3185, 1.0000, 0.2857
171, 0.2317, 1.0000, 0.2857
172, 0.3597, 1.0000, 0.2857
173, 0.2414, 1.0000, 0.4286
174, 0.2056, 1.0000, 0.5714
175, 0.3731, 1.0000, 0.1429
176, 0.5787, 0.0000, 0.1429
177, 0.4178, 1.0000, 0.2857
178, 0.4225, 1.0000, 0.2857
179, 0.1909, 1.0000, 0.4286
180, 0.1920, 1.0000, 0.5714
181, 0.3916, 1.0000, 0.2857
182, 0.3978, 1.0000, 0.2857
183, 0.2235, 1.0000, 0.4286
184, 0.5837, 0.0000, 0.2857
185, 0.3764, 1.0000, 0.2857
186, 0.4943, 1.0000, 0.1429
187, 0.4074, 1.0000, 0.2857
188, 0.3422, 1.0000, 0.2857
189, 0.1128, 1.0000, 0.7143
190, 0.3358, 1.0000, 0.1429
191, 0.2662, 1.0000, 0.4286
192, 0.1423, 1.0000, 0.5714
193, 0.5484, 0.0000, 0.2857
194, 0.4334, 1.0000, 0.2857
195, 0.3746, 1.0000, 0.2857
196, 0.4210, 1.0000, 0.2857
197, 0.3423, 1.0000, 0.2857
198, 0.4904, 0.6667, 0.0000
199, 0.5880, 0.0000, 0.2857
200, 0.3579, 0.6667, 0.2857
