# use_svdd=True
# num_clients=10, num_benign=7, num_malicious=3
# attack_type=gaussian_noise
# latent_dim=128
# total_rounds=300
# round, test_acc, attack_success_rate, false_positive_rate
1, 0.1000, nan, nan
2, 0.1000, nan, nan
3, 0.0999, nan, nan
4, 0.1035, nan, nan
5, 0.1011, nan, nan
6, 0.1961, nan, nan
7, 0.1341, nan, nan
8, 0.2473, nan, nan
9, 0.2843, nan, nan
10, 0.2978, nan, nan
11, 0.2598, nan, nan
12, 0.2810, nan, nan
13, 0.3261, nan, nan
14, 0.2667, nan, nan
15, 0.3952, nan, nan
16, 0.3469, nan, nan
17, 0.2701, nan, nan
18, 0.2718, nan, nan
19, 0.3370, nan, nan
20, 0.3530, nan, nan
21, 0.2606, nan, nan
22, 0.3291, nan, nan
23, 0.3634, nan, nan
24, 0.4103, nan, nan
25, 0.3818, nan, nan
26, 0.3015, nan, nan
27, 0.4286, nan, nan
28, 0.4181, nan, nan
29, 0.4250, nan, nan
30, 0.3740, nan, nan
31, 0.3849, nan, nan
32, 0.4027, nan, nan
33, 0.4807, nan, nan
34, 0.3324, nan, nan
35, 0.4102, nan, nan
36, 0.4300, nan, nan
37, 0.4240, nan, nan
38, 0.3897, nan, nan
39, 0.4488, nan, nan
40, 0.3983, nan, nan
41, 0.4281, nan, nan
42, 0.4351, nan, nan
43, 0.4162, nan, nan
44, 0.3957, nan, nan
45, 0.3998, nan, nan
46, 0.4479, nan, nan
47, 0.4401, nan, nan
48, 0.4371, nan, nan
49, 0.4670, nan, nan
50, 0.3516, nan, nan
51, 0.1098, 1.0000, 0.4286
52, 0.5216, 0.0000, 0.1429
53, 0.0767, 1.0000, 0.0000
54, 0.0988, 1.0000, 0.0000
55, 0.1019, 1.0000, 0.1429
56, 0.0963, 1.0000, 0.0000
57, 0.0830, 1.0000, 0.0000
58, 0.1058, 1.0000, 0.1429
59, 0.1081, 1.0000, 0.1429
60, 0.1145, 1.0000, 0.0000
61, 0.0969, 1.0000, 0.1429
62, 0.1057, 1.0000, 0.0000
63, 0.3392, 0.0000, 0.1429
64, 0.4484, 0.0000, 0.0000
65, 0.4729, 0.0000, 0.0000
66, 0.5142, 0.0000, 0.0000
67, 0.0880, 1.0000, 0.0000
68, 0.1004, 1.0000, 0.0000
69, 0.1037, 1.0000, 0.1429
70, 0.0972, 1.0000, 0.0000
71, 0.1018, 1.0000, 0.1429
72, 0.1249, 1.0000, 0.0000
73, 0.2702, 1.0000, 0.0000
74, 0.4153, 0.0000, 0.0000
75, 0.4161, 1.0000, 0.0000
76, 0.4017, 1.0000, 0.2857
77, 0.4310, 1.0000, 0.0000
78, 0.5234, 0.0000, 0.0000
79, 0.5334, 0.0000, 0.0000
80, 0.1158, 1.0000, 0.0000
81, 0.3052, 0.0000, 0.0000
82, 0.5120, 0.0000, 0.0000
83, 0.5116, 1.0000, 0.0000
84, 0.5288, 0.0000, 0.0000
85, 0.5478, 0.0000, 0.1429
86, 0.5619, 0.0000, 0.1429
87, 0.0975, 1.0000, 0.0000
88, 0.1000, 1.0000, 0.2857
89, 0.1000, 1.0000, 0.0000
90, 0.1000, 1.0000, 0.1429
91, 0.1000, 1.0000, 0.0000
92, 0.1000, 1.0000, 0.0000
93, 0.1000, 1.0000, 0.2857
94, 0.1000, 1.0000, 0.1429
95, 0.1000, 1.0000, 0.2857
96, 0.1006, 1.0000, 0.4286
97, 0.1008, 1.0000, 0.7143
98, 0.1046, 0.0000, 0.0000
99, 0.3474, 0.0000, 0.0000
100, 0.3238, 1.0000, 0.4286
101, 0.4262, 0.0000, 0.0000
102, 0.4296, 0.0000, 0.0000
103, 0.4443, 0.0000, 0.1429
104, 0.4296, 1.0000, 0.0000
105, 0.1051, 1.0000, 0.2857
106, 0.0837, 1.0000, 0.2857
107, 0.1090, 1.0000, 0.2857
108, 0.0864, 1.0000, 0.1429
109, 0.1000, 1.0000, 0.0000
110, 0.1343, 1.0000, 0.0000
111, 0.2178, 1.0000, 0.0000
112, 0.3156, 1.0000, 0.0000
113, 0.4071, 1.0000, 0.0000
114, 0.4506, 0.0000, 0.1429
115, 0.4715, 0.0000, 0.1429
116, 0.0993, 1.0000, 0.2857
117, 0.1478, 0.0000, 0.0000
118, 0.4264, 0.0000, 0.0000
119, 0.0783, 1.0000, 0.2857
120, 0.0932, 1.0000, 0.2857
121, 0.0997, 1.0000, 0.2857
122, 0.0900, 1.0000, 0.2857
123, 0.1002, 1.0000, 0.0000
124, 0.1146, 1.0000, 0.0000
125, 0.2015, 1.0000, 0.0000
126, 0.3933, 0.3333, 0.0000
127, 0.1966, 1.0000, 0.5714
128, 0.4030, 0.0000, 0.0000
129, 0.3886, 1.0000, 0.0000
130, 0.3531, 1.0000, 0.0000
131, 0.3249, 1.0000, 0.0000
132, 0.4409, 1.0000, 0.0000
133, 0.4986, 0.0000, 0.0000
134, 0.4872, 0.0000, 0.1429
135, 0.0989, 1.0000, 0.2857
136, 0.1668, 0.0000, 0.0000
137, 0.4583, 0.0000, 0.0000
138, 0.4680, 0.0000, 0.0000
139, 0.5032, 0.0000, 0.0000
140, 0.1000, 1.0000, 0.2857
141, 0.1000, 1.0000, 0.2857
142, 0.1000, 1.0000, 0.2857
143, 0.1000, 1.0000, 0.2857
144, 0.1000, 1.0000, 0.1429
145, 0.1000, 1.0000, 0.2857
146, 0.1000, 1.0000, 0.7143
147, 0.1500, 1.0000, 0.0000
148, 0.0994, 1.0000, 0.0000
149, 0.1020, 1.0000, 0.2857
150, 0.0981, 1.0000, 0.2857
151, 0.0967, 1.0000, 0.2857
152, 0.1008, 1.0000, 0.7143
153, 0.2556, 1.0000, 0.5714
154, 0.3124, 1.0000, 0.0000
155, 0.3034, 1.0000, 0.0000
156, 0.3479, 1.0000, 0.0000
157, 0.4100, 1.0000, 0.4286
158, 0.3994, 0.0000, 0.0000
159, 0.4468, 0.0000, 0.0000
160, 0.4637, 0.0000, 0.1429
161, 0.0913, 1.0000, 0.2857
162, 0.0996, 1.0000, 0.2857
163, 0.0937, 1.0000, 0.2857
164, 0.1052, 1.0000, 0.2857
165, 0.2821, 1.0000, 0.0000
166, 0.3510, 0.0000, 0.1429
167, 0.3958, 0.0000, 0.0000
168, 0.4279, 0.0000, 0.0000
169, 0.3761, 1.0000, 0.0000
170, 0.4689, 0.6667, 0.1429
171, 0.4208, 1.0000, 0.0000
172, 0.4089, 1.0000, 0.0000
173, 0.3806, 1.0000, 0.0000
174, 0.3647, 1.0000, 0.0000
175, 0.3962, 1.0000, 0.0000
176, 0.3962, 1.0000, 0.0000
177, 0.4322, 1.0000, 0.0000
178, 0.4133, 1.0000, 0.0000
179, 0.4235, 1.0000, 0.0000
180, 0.3819, 1.0000, 0.0000
181, 0.3698, 1.0000, 0.0000
182, 0.3926, 1.0000, 0.0000
183, 0.4524, 1.0000, 0.0000
184, 0.3958, 1.0000, 0.0000
185, 0.3808, 1.0000, 0.0000
186, 0.3816, 1.0000, 0.0000
187, 0.4108, 1.0000, 0.1429
188, 0.3185, 0.6667, 0.2857
189, 0.5123, 0.3333, 0.0000
190, 0.3005, 1.0000, 0.2857
191, 0.4049, 1.0000, 0.0000
192, 0.3752, 1.0000, 0.1429
193, 0.4778, 1.0000, 0.0000
194, 0.4248, 1.0000, 0.0000
195, 0.4660, 1.0000, 0.0000
196, 0.3952, 1.0000, 0.0000
197, 0.3187, 1.0000, 0.0000
198, 0.1669, 1.0000, 0.2857
199, 0.1333, 1.0000, 0.7143
200, 0.1079, 1.0000, 0.5714
201, 0.0920, 1.0000, 0.4286
202, 0.2274, 1.0000, 0.0000
203, 0.4929, 0.0000, 0.2857
204, 0.4612, 1.0000, 0.0000
205, 0.4274, 1.0000, 0.0000
206, 0.3787, 1.0000, 0.0000
207, 0.3549, 1.0000, 0.0000
208, 0.4085, 1.0000, 0.0000
209, 0.4036, 1.0000, 0.0000
210, 0.4559, 1.0000, 0.0000
211, 0.4248, 1.0000, 0.0000
212, 0.4987, 1.0000, 0.0000
213, 0.4477, 1.0000, 0.0000
214, 0.4676, 1.0000, 0.0000
215, 0.4053, 1.0000, 0.0000
216, 0.4146, 1.0000, 0.0000
217, 0.4598, 1.0000, 0.0000
218, 0.4102, 1.0000, 0.0000
219, 0.4835, 1.0000, 0.0000
220, 0.4466, 1.0000, 0.0000
221, 0.4274, 1.0000, 0.0000
222, 0.4561, 1.0000, 0.0000
223, 0.4814, 1.0000, 0.0000
224, 0.4712, 1.0000, 0.0000
225, 0.4750, 1.0000, 0.0000
226, 0.4463, 1.0000, 0.0000
227, 0.3949, 1.0000, 0.0000
228, 0.4591, 1.0000, 0.0000
229, 0.4745, 1.0000, 0.0000
230, 0.4589, 1.0000, 0.0000
231, 0.4236, 1.0000, 0.0000
232, 0.5154, 1.0000, 0.0000
233, 0.4757, 1.0000, 0.0000
234, 0.4873, 1.0000, 0.0000
235, 0.4346, 1.0000, 0.0000
236, 0.5212, 1.0000, 0.0000
237, 0.5063, 1.0000, 0.0000
238, 0.4004, 1.0000, 0.0000
239, 0.5135, 1.0000, 0.0000
240, 0.5092, 1.0000, 0.0000
241, 0.4638, 1.0000, 0.0000
242, 0.5176, 1.0000, 0.0000
243, 0.4823, 1.0000, 0.0000
244, 0.5127, 1.0000, 0.0000
245, 0.5195, 1.0000, 0.0000
246, 0.4640, 1.0000, 0.0000
247, 0.4798, 1.0000, 0.0000
248, 0.4508, 1.0000, 0.0000
249, 0.4715, 1.0000, 0.0000
250, 0.5130, 1.0000, 0.0000
251, 0.5065, 1.0000, 0.0000
252, 0.5098, 1.0000, 0.0000
253, 0.4408, 1.0000, 0.0000
254, 0.4775, 1.0000, 0.0000
255, 0.4824, 1.0000, 0.0000
256, 0.4601, 1.0000, 0.0000
257, 0.4977, 1.0000, 0.0000
258, 0.4905, 1.0000, 0.0000
259, 0.4622, 1.0000, 0.0000
260, 0.4352, 1.0000, 0.0000
261, 0.4428, 1.0000, 0.0000
262, 0.5053, 1.0000, 0.0000
263, 0.4196, 1.0000, 0.0000
264, 0.4327, 1.0000, 0.0000
265, 0.5393, 1.0000, 0.0000
266, 0.4488, 1.0000, 0.0000
267, 0.3784, 1.0000, 0.0000
268, 0.3998, 1.0000, 0.0000
269, 0.4416, 1.0000, 0.0000
270, 0.4542, 1.0000, 0.0000
271, 0.4904, 1.0000, 0.0000
272, 0.4697, 1.0000, 0.0000
273, 0.4944, 1.0000, 0.0000
274, 0.4724, 1.0000, 0.0000
275, 0.4676, 1.0000, 0.0000
276, 0.4561, 1.0000, 0.0000
277, 0.4746, 1.0000, 0.0000
278, 0.4882, 1.0000, 0.0000
279, 0.4637, 1.0000, 0.0000
280, 0.4999, 1.0000, 0.0000
281, 0.5520, 1.0000, 0.0000
282, 0.4617, 1.0000, 0.0000
283, 0.5179, 1.0000, 0.0000
284, 0.4839, 1.0000, 0.0000
285, 0.5358, 1.0000, 0.0000
286, 0.4921, 1.0000, 0.0000
287, 0.5040, 1.0000, 0.0000
288, 0.4556, 1.0000, 0.0000
289, 0.5138, 1.0000, 0.0000
290, 0.5164, 1.0000, 0.0000
291, 0.4679, 1.0000, 0.0000
292, 0.5432, 1.0000, 0.0000
293, 0.5101, 1.0000, 0.0000
294, 0.5113, 1.0000, 0.0000
295, 0.4348, 1.0000, 0.0000
296, 0.5031, 1.0000, 0.0000
297, 0.4628, 1.0000, 0.0000
298, 0.4873, 1.0000, 0.0000
299, 0.4132, 1.0000, 0.0000
300, 0.5411, 1.0000, 0.0000
