# use_svdd=True
# num_clients=10, num_benign=7, num_malicious=3
# attack_type=label_flipping
# latent_dim=128
# total_rounds=200
# round, test_acc, attack_success_rate, false_positive_rate
78, 0.7567, 0.6667, 0.0000
79, 0.6972, 1.0000, 0.1429
80, 0.7532, 1.0000, 0.0000
81, 0.7164, 1.0000, 0.1429
82, 0.7566, 1.0000, 0.1429
83, 0.7575, 0.3333, 0.1429
84, 0.7493, 0.3333, 0.4286
85, 0.7258, 1.0000, 0.0000
86, 0.7674, 0.3333, 0.0000
87, 0.0414, 1.0000, 0.5714
88, 0.7563, 1.0000, 0.2857
89, 0.7728, 0.6667, 0.0000
90, 0.0525, 1.0000, 0.5714
91, 0.7653, 0.3333, 0.1429
92, 0.7131, 0.6667, 0.4286
93, 0.0897, 1.0000, 0.5714
94, 0.4498, 1.0000, 0.5714
95, 0.7617, 0.0000, 0.1429
96, 0.6395, 1.0000, 0.1429
97, 0.7615, 0.6667, 0.4286
98, 0.0462, 1.0000, 0.5714
99, 0.7685, 1.0000, 0.2857
100, 0.7521, 0.0000, 0.2857
101, 0.0594, 1.0000, 0.4286
102, 0.7594, 0.6667, 0.5714
103, 0.7609, 0.6667, 0.2857
104, 0.7556, 0.6667, 0.2857
105, 0.7349, 0.6667, 0.4286
106, 0.7693, 0.3333, 0.2857
107, 0.7636, 0.3333, 0.2857
108, 0.7531, 0.6667, 0.2857
109, 0.7469, 0.3333, 0.4286
110, 0.7432, 0.6667, 0.2857
111, 0.7585, 0.6667, 0.4286
112, 0.7536, 0.6667, 0.4286
113, 0.7654, 0.6667, 0.2857
114, 0.1170, 1.0000, 0.4286
115, 0.7717, 0.6667, 0.4286
116, 0.2864, 0.6667, 0.5714
117, 0.7583, 0.6667, 0.4286
118, 0.6840, 0.6667, 0.4286
119, 0.7597, 0.3333, 0.2857
120, 0.7628, 0.3333, 0.4286
121, 0.7766, 0.3333, 0.1429
122, 0.6692, 0.6667, 0.4286
123, 0.7631, 0.3333, 0.4286
124, 0.0386, 1.0000, 0.7143
125, 0.7657, 0.6667, 0.2857
126, 0.7630, 0.6667, 0.2857
127, 0.5814, 0.6667, 0.5714
128, 0.7492, 0.6667, 0.2857
129, 0.7408, 0.6667, 0.4286
130, 0.7630, 0.6667, 0.2857
131, 0.7310, 0.6667, 0.4286
132, 0.7344, 0.6667, 0.5714
133, 0.7762, 0.3333, 0.1429
134, 0.7513, 0.6667, 0.2857
135, 0.7649, 0.6667, 0.2857
136, 0.6625, 1.0000, 0.2857
137, 0.7508, 0.6667, 0.4286
138, 0.0495, 1.0000, 0.5714
139, 0.6887, 1.0000, 0.5714
140, 0.3958, 1.0000, 0.4286
141, 0.7529, 0.6667, 0.5714
142, 0.7679, 0.3333, 0.2857
143, 0.0415, 1.0000, 0.5714
144, 0.7692, 0.3333, 0.0000
145, 0.7256, 0.6667, 0.2857
146, 0.7626, 0.6667, 0.2857
147, 0.7686, 0.0000, 0.0000
148, 0.0417, 1.0000, 0.7143
149, 0.7608, 0.6667, 0.4286
150, 0.7693, 0.3333, 0.1429
151, 0.7504, 0.6667, 0.2857
152, 0.7600, 0.6667, 0.2857
